fid,name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate
50,Desert Mountain,3,WOD_Mountain_Desert_01,-134,568,406,59,15,5685940615,Alik'r Desert,568.4609375,-406.8828125,8
51,Desert Mountain,3,WOD_Mountain_Desert_02,85,502,460,55,56,5025546056,Alik'r Desert,502.4296875,-460.5625,8
52,Desert Mountain,3,WOD_Mountain_Desert_03,-34,550,426,12,15,5501242615,Alik'r Desert,550.09375,-426.8828125,8
53,Desert Mountain,3,WOD_Mountain_Desert_04,-171,372,441,104,0,37210444100,Alik'r Desert,372.8125,-442,8
54,Desert Mountain,3,WOD_Mountain_Desert_05,87,422,432,50,114,42250432114,Alik'r Desert,422.390625,-432.109375,8
55,Desert Mountain,3,WOD_Mountain_Desert_06,116,463,413,56,20,4635641320,Ayasofya,463.4375,-413.84375,8
56,Desert Mountain,3,WOD_Mountain_Desert_07,-53,525,449,9,41,5250944941,Alik'r Desert,525.0703125,-449.6796875,8
57,Desert Mountain,3,WOD_Mountain_Desert_01,-86,383,454,110,93,38311045493,Alik'r Desert,383.859375,-454.2734375,8
58,Desert Mountain,3,WOD_Mountain_Desert_02,36,377,447,73,63,3777344763,Alik'r Desert,377.5703125,-447.5078125,8
59,Desert Mountain,3,WOD_Mountain_Desert_03,-2,334,460,54,18,3345446018,Alik'r Desert,334.421875,-460.859375,8
60,Desert Mountain,3,WOD_Mountain_Desert_04,-147,411,486,10,91,4111048691,Alik'r Desert,411.078125,-486.2890625,8
61,Desert Mountain,3,WOD_Mountain_Desert_05,-39,417,396,29,42,4172939642,Sentinel,417.2265625,-396.671875,8
62,Desert Mountain,3,WOD_Mountain_Desert_06,-116,484,416,59,22,4845941622,Alik'r Desert,484.4609375,-416.828125,8
63,Desert Mountain,3,WOD_Mountain_Desert_07,60,358,474,74,27,3587447427,Alik'r Desert,358.578125,-474.7890625,8
64,Desert Mountain,3,WOD_Mountain_Desert_01,-62,631,411,87,102,63187411102,Alik'r Desert,631.6796875,-411.203125,8
65,Desert Mountain,3,WOD_Mountain_Desert_02,90,381,461,110,77,38111046177,Alik'r Desert,381.859375,-461.3984375,8
66,Desert Mountain,3,WOD_Mountain_Desert_03,-36,576,413,20,27,5762041327,Alik'r Desert,576.15625,-413.7890625,8
67,Desert Mountain,3,WOD_Mountain_Desert_04,-166,364,448,52,61,3645244861,Alik'r Desert,364.40625,-448.5234375,8
68,Desert Mountain,3,WOD_Mountain_Desert_05,-164,409,405,4,70,4090440570,Sentinel,409.03125,-405.453125,8
69,Desert Mountain,3,WOD_Mountain_Desert_06,-105,300,487,52,79,3005248779,Alik'r Desert,300.40625,-487.3828125,8
70,Desert Mountain,3,WOD_Mountain_Desert_07,5,486,453,114,100,486114453100,Antiphyllos,486.890625,-453.21875,8
71,Desert Mountain,3,WOD_Mountain_Desert_01,-151,578,433,60,74,5786043374,Alik'r Desert,578.46875,-433.421875,8
72,Desert Mountain,3,WOD_Mountain_Desert_02,-149,349,420,55,63,3495542063,Alik'r Desert,349.4296875,-420.5078125,8
73,Desert Mountain,3,WOD_Mountain_Desert_03,-124,319,454,90,120,31990454120,Alik'r Desert,319.703125,-454.0625,8
74,Desert Mountain,3,WOD_Mountain_Desert_04,18,354,482,15,44,3541548244,Alik'r Desert,354.1171875,-482.65625,8
75,Desert Mountain,3,WOD_Mountain_Desert_05,21,567,408,70,46,5677040846,Alik'r Desert,567.546875,-408.640625,8
76,Desert Mountain,3,WOD_Mountain_Desert_06,-19,334,467,31,65,3343146765,Alik'r Desert,334.2421875,-467.4921875,8
77,Desert Mountain,3,WOD_Mountain_Desert_07,128,563,419,36,90,5633641990,Alik'r Desert,563.28125,-419.296875,8
78,Desert Mountain,3,WOD_Mountain_Desert_01,-128,556,385,70,47,5567038547,Alik'r Desert,556.546875,-385.6328125,8
79,Desert Mountain,3,WOD_Mountain_Desert_02,-73,487,400,97,31,4879740031,Alik'r Desert,487.7578125,-400.7578125,8
80,Desert Mountain,3,WOD_Mountain_Desert_03,67,589,399,23,81,5892339981,Alik'r Desert,589.1796875,-399.3671875,8
81,Desert Mountain,3,WOD_Mountain_Desert_04,152,336,424,54,78,3365442478,Alik'r Desert,336.421875,-424.390625,8
82,Desert Mountain,3,WOD_Mountain_Desert_05,3,431,392,96,49,4319639249,Sentinel,431.75,-392.6171875,8
83,Desert Mountain,3,WOD_Mountain_Desert_06,-174,469,393,38,119,46938393119,Ayasofya,469.296875,-393.0703125,8
84,Desert Mountain,3,WOD_Mountain_Desert_07,-161,307,488,0,77,3070048877,Alik'r Desert,307,-488.3984375,8
85,Desert Mountain,3,WOD_Mountain_Desert_01,39,329,474,37,67,3293747467,Alik'r Desert,329.2890625,-474.4765625,8
86,Desert Mountain,3,WOD_Mountain_Desert_02,7,473,399,51,19,4735139919,Ayasofya,473.3984375,-399.8515625,8
87,Desert Mountain,3,WOD_Mountain_Desert_03,-31,472,482,115,13,47211548213,Alik'r Desert,472.8984375,-482.8984375,8
88,Desert Mountain,3,WOD_Mountain_Desert_04,-152,615,415,18,26,6151841526,Alik'r Desert,615.140625,-415.796875,8
89,Desert Mountain,3,WOD_Mountain_Desert_05,-56,575,428,100,54,57510042854,Alik'r Desert,575.78125,-428.578125,8
90,Desert Mountain,3,WOD_Mountain_Desert_06,-163,551,388,70,58,5517038858,Alik'r Desert,551.546875,-388.546875,8
91,Desert Mountain,3,WOD_Mountain_Desert_07,-66,447,404,115,9,44711540409,Ayasofya,447.8984375,-404.9296875,8
92,Desert Mountain,3,WOD_Mountain_Desert_01,-60,474,415,78,124,47478415124,Antiphyllos,474.609375,-415.03125,8
93,Desert Mountain,3,WOD_Mountain_Desert_02,-97,420,481,15,61,4201548161,Bergama,420.1171875,-481.5234375,8
94,Desert Mountain,3,WOD_Mountain_Desert_03,-57,274,486,113,13,27411348613,Alik'r Desert,274.8828125,-486.8984375,8
95,Desert Mountain,3,WOD_Mountain_Desert_04,-27,430,467,93,23,4309346723,Bergama,430.7265625,-467.8203125,8
96,Desert Mountain,3,WOD_Mountain_Desert_05,-92,443,450,32,14,4433245014,Alik'r Desert,443.25,-450.890625,8
97,Desert Mountain,3,WOD_Mountain_Desert_06,-123,414,419,90,51,4149041951,Sentinel,414.703125,-419.6015625,8
98,Desert Mountain,3,WOD_Mountain_Desert_07,22,473,436,35,97,4733543697,Antiphyllos,473.2734375,-436.2421875,8
99,Desert Mountain,3,WOD_Mountain_Desert_01,-27,375,459,116,123,375116459123,Alik'r Desert,375.90625,-459.0390625,8
100,Desert Mountain,3,WOD_Mountain_Desert_02,-151,273,464,28,49,2732846449,Alik'r Desert,273.21875,-464.6171875,8
101,Desert Mountain,3,WOD_Mountain_Desert_03,148,411,455,115,24,41111545524,Bergama,411.8984375,-455.8125,8
102,Desert Mountain,3,WOD_Mountain_Desert_04,175,471,437,31,72,4713143772,Antiphyllos,471.2421875,-437.4375,8
103,Desert Mountain,3,WOD_Mountain_Desert_05,95,519,419,76,74,5197641974,Alik'r Desert,519.59375,-419.421875,8
104,Desert Mountain,3,WOD_Mountain_Desert_06,-101,369,462,120,77,36912046277,Alik'r Desert,369.9375,-462.3984375,8
105,Desert Mountain,3,WOD_Mountain_Desert_07,48,262,479,59,68,2625947968,Alik'r Desert,262.4609375,-479.46875,8
106,Desert Mountain,3,WOD_Mountain_Desert_01,109,285,457,93,82,2859345782,Alik'r Desert,285.7265625,-457.359375,8
107,Desert Mountain,3,WOD_Mountain_Desert_02,-111,457,400,63,118,45763400118,Ayasofya,457.4921875,-400.078125,8
108,Desert Mountain,3,WOD_Mountain_Desert_03,-59,437,482,58,113,43758482113,Bergama,437.453125,-482.1171875,8
109,Desert Mountain,3,WOD_Mountain_Desert_04,-59,538,392,125,82,53812539282,Alik'r Desert,538.9765625,-392.359375,8
110,Desert Mountain,3,WOD_Mountain_Desert_05,128,338,421,128,27,33812842127,Myrkwasa,339,-421.7890625,8
111,Desert Mountain,3,WOD_Mountain_Desert_06,-118,353,479,72,42,3537247942,Alik'r Desert,353.5625,-479.671875,8
112,Desert Mountain,3,WOD_Mountain_Desert_07,-18,228,481,125,123,228125481123,Alik'r Desert,228.9765625,-481.0390625,8
113,Desert Mountain,3,WOD_Mountain_Desert_01,-93,255,486,81,46,2558148646,Alik'r Desert,255.6328125,-486.640625,8
114,Desert Mountain,3,WOD_Mountain_Desert_02,74,564,421,101,15,56410142115,Alik'r Desert,564.7890625,-421.8828125,8
115,Desert Mountain,3,WOD_Mountain_Desert_03,-98,513,444,3,79,5130344479,Alik'r Desert,513.0234375,-444.3828125,8
116,Desert Mountain,3,WOD_Mountain_Desert_04,-23,315,467,47,59,3154746759,Alik'r Desert,315.3671875,-467.5390625,8
117,Desert Mountain,3,WOD_Mountain_Desert_05,-57,364,492,23,65,3642349265,Alik'r Desert,364.1796875,-492.4921875,8
118,Desert Mountain,3,WOD_Mountain_Desert_06,172,533,452,13,110,53313452110,Dak'fron,533.1015625,-452.140625,8
119,Desert Mountain,3,WOD_Mountain_Desert_07,79,464,448,101,83,46410144883,Antiphyllos,464.7890625,-448.3515625,8
120,Desert Mountain,3,WOD_Mountain_Desert_01,-13,364,420,79,51,3647942051,Alik'r Desert,364.6171875,-420.6015625,8
121,Desert Mountain,3,WOD_Mountain_Desert_02,-34,316,471,35,4,3163547104,Alik'r Desert,316.2734375,-471.96875,8
122,Desert Mountain,3,WOD_Mountain_Desert_03,31,364,457,61,8,3646145708,Alik'r Desert,364.4765625,-457.9375,8
123,Desert Mountain,3,WOD_Mountain_Desert_04,37,512,416,125,79,51212541679,Alik'r Desert,512.9765625,-416.3828125,8
124,Desert Mountain,3,WOD_Mountain_Desert_05,161,423,475,99,116,42399475116,Bergama,423.7734375,-475.09375,8
125,Desert Mountain,3,WOD_Mountain_Desert_06,152,357,464,36,97,3573646497,Alik'r Desert,357.28125,-464.2421875,8
126,Desert Mountain,3,WOD_Mountain_Desert_07,24,477,480,73,111,47773480111,Alik'r Desert,477.5703125,-480.1328125,8
127,Desert Mountain,3,WOD_Mountain_Desert_01,71,408,430,5,73,4080543073,Alik'r Desert,408.0390625,-430.4296875,8
128,Desert Mountain,3,WOD_Mountain_Desert_02,-119,548,390,70,118,54870390118,Alik'r Desert,548.546875,-390.078125,8
129,Desert Mountain,3,WOD_Mountain_Desert_03,4,302,445,23,123,30223445123,Alik'r Desert,302.1796875,-445.0390625,8
130,Desert Mountain,3,WOD_Mountain_Desert_04,-32,472,487,101,113,472101487113,Alik'r Desert,472.7890625,-487.1171875,8
131,Desert Mountain,3,WOD_Mountain_Desert_05,-128,432,396,24,104,43224396104,Sentinel,432.1875,-396.1875,8
132,Desert Mountain,3,WOD_Mountain_Desert_06,126,398,486,33,42,3983348642,Alik'r Desert,398.2578125,-486.671875,8
133,Desert Mountain,3,WOD_Mountain_Desert_07,106,605,420,70,44,6057042044,Alik'r Desert,605.546875,-420.65625,8
134,Desert Mountain,3,WOD_Mountain_Desert_01,52,471,488,122,108,471122488108,Dak'fron,471.953125,-488.15625,8
135,Desert Mountain,3,WOD_Mountain_Desert_02,135,510,413,20,35,5102041335,Alik'r Desert,510.15625,-413.7265625,8
136,Desert Mountain,3,WOD_Mountain_Desert_03,53,370,471,9,69,3700947169,Alik'r Desert,370.0703125,-471.4609375,8
137,Desert Mountain,3,WOD_Mountain_Desert_04,-155,317,454,127,56,31712745456,Alik'r Desert,317.9921875,-454.5625,8
138,Desert Mountain,3,WOD_Mountain_Desert_05,-88,321,460,9,52,3210946052,Alik'r Desert,321.0703125,-460.59375,8
139,Desert Mountain,3,WOD_Mountain_Desert_06,34,396,473,41,49,3964147349,Alik'r Desert,396.3203125,-473.6171875,8
140,Desert Mountain,3,WOD_Mountain_Desert_07,93,394,499,17,67,3941749967,Alik'r Desert,394.1328125,-499.4765625,8
141,Desert Mountain,3,WOD_Mountain_Desert_01,-177,420,445,58,55,4205844555,Alik'r Desert,420.453125,-445.5703125,8
142,Desert Mountain,3,WOD_Mountain_Desert_02,-116,443,485,4,32,4430448532,Alik'r Desert,443.03125,-485.75,8
143,Desert Mountain,3,WOD_Mountain_Desert_03,48,474,392,101,125,474101392125,Ayasofya,474.7890625,-392.0234375,8
144,Desert Mountain,3,WOD_Mountain_Desert_04,44,407,491,119,115,407119491115,Alik'r Desert,407.9296875,-491.1015625,8
145,Desert Mountain,3,WOD_Mountain_Desert_05,9,636,426,127,92,63612742692,Santaki,636.9921875,-426.28125,8
146,Desert Mountain,3,WOD_Mountain_Desert_06,-54,369,412,99,104,36999412104,Alik'r Desert,369.7734375,-412.1875,8
147,Desert Mountain,3,WOD_Mountain_Desert_07,73,230,482,50,68,2305048268,Alik'r Desert,230.390625,-482.46875,8
148,Desert Mountain,3,WOD_Mountain_Desert_01,-23,343,460,82,99,3438246099,Alik'r Desert,343.640625,-460.2265625,8
149,Desert Mountain,3,WOD_Mountain_Desert_02,-126,268,464,95,27,2689546427,Alik'r Desert,268.7421875,-464.7890625,8
150,Desert Mountain,3,WOD_Mountain_Desert_03,73,552,388,49,95,5524938895,Alik'r Desert,552.3828125,-388.2578125,8
151,Desert Mountain,3,WOD_Mountain_Desert_04,30,342,459,68,19,3426845919,Alik'r Desert,342.53125,-459.8515625,8
152,Desert Mountain,3,WOD_Mountain_Desert_05,-166,228,483,86,87,2288648387,Alik'r Desert,228.671875,-483.3203125,8
153,Desert Mountain,3,WOD_Mountain_Desert_06,-122,369,499,97,42,3699749942,Alik'r Desert,369.7578125,-499.671875,8
154,Desert Mountain,3,WOD_Mountain_Desert_07,24,455,480,116,100,455116480100,Alik'r Desert,455.90625,-480.21875,8
155,Desert Mountain,3,WOD_Mountain_Desert_01,-109,502,456,111,18,50211145618,Alik'r Desert,502.8671875,-456.859375,8
156,Desert Mountain,3,WOD_Mountain_Desert_02,69,548,403,24,119,54824403119,Alik'r Desert,548.1875,-403.0703125,8
157,Desert Mountain,3,WOD_Mountain_Desert_03,106,290,455,118,108,290118455108,Alik'r Desert,290.921875,-455.15625,8
158,Desert Mountain,3,WOD_Mountain_Desert_04,1,462,464,74,100,46274464100,Alik'r Desert,462.578125,-464.21875,8
159,Desert Mountain,3,WOD_Mountain_Desert_05,-117,313,448,64,124,31364448124,Alik'r Desert,313.5,-448.03125,8
160,Desert Mountain,3,WOD_Mountain_Desert_06,127,284,475,93,27,2849347527,Alik'r Desert,284.7265625,-475.7890625,8
161,Desert Mountain,3,WOD_Mountain_Desert_07,-179,449,400,109,52,44910940052,Ayasofya,449.8515625,-400.59375,8
162,Desert Mountain,3,WOD_Mountain_Desert_01,121,535,389,59,6,5355938906,Alik'r Desert,535.4609375,-389.953125,8
163,Desert Mountain,3,WOD_Mountain_Desert_02,-65,500,436,54,9,5005443609,Alik'r Desert,500.421875,-436.9296875,8
164,Desert Mountain,3,WOD_Mountain_Desert_03,7,282,499,122,46,28212249946,Alik'r Desert,282.953125,-499.640625,8
165,Desert Mountain,3,WOD_Mountain_Desert_04,19,411,436,77,67,4117743667,Alik'r Desert,411.6015625,-436.4765625,8
166,Desert Mountain,3,WOD_Mountain_Desert_05,-69,613,394,91,122,61391394122,Alik'r Desert,613.7109375,-394.046875,8
167,Desert Mountain,3,WOD_Mountain_Desert_06,-9,358,438,123,52,35812343852,Alik'r Desert,358.9609375,-438.59375,8
168,Desert Mountain,3,WOD_Mountain_Desert_07,-107,320,465,77,79,3207746579,Alik'r Desert,320.6015625,-465.3828125,8
169,Desert Mountain,3,WOD_Mountain_Desert_01,-112,486,429,51,45,4865142945,Alik'r Desert,486.3984375,-429.6484375,8
170,Desert Mountain,3,WOD_Mountain_Desert_02,-40,337,484,116,97,33711648497,Alik'r Desert,337.90625,-484.2421875,8
171,Desert Mountain,3,WOD_Mountain_Desert_03,-53,290,436,93,17,2909343617,Myrkwasa,290.7265625,-436.8671875,8
172,Desert Mountain,3,WOD_Mountain_Desert_04,-97,397,472,104,69,39710447269,Alik'r Desert,397.8125,-472.4609375,8
173,Desert Mountain,3,WOD_Mountain_Desert_05,178,297,452,55,26,2975545226,Alik'r Desert,297.4296875,-452.796875,8
174,Desert Mountain,3,WOD_Mountain_Desert_06,-88,528,414,88,35,5288841435,Alik'r Desert,528.6875,-414.7265625,8
175,Desert Mountain,3,WOD_Mountain_Desert_07,78,337,470,86,101,33786470101,Alik'r Desert,337.671875,-470.2109375,8
176,Desert Mountain,3,WOD_Mountain_Desert_01,-160,563,438,64,8,5636443808,Alik'r Desert,563.5,-438.9375,8
177,Desert Mountain,3,WOD_Mountain_Desert_02,-111,456,494,64,20,4566449420,Alik'r Desert,456.5,-494.84375,8
178,Desert Mountain,3,WOD_Mountain_Desert_03,170,409,471,88,40,4098847140,Bergama,409.6875,-471.6875,8
179,Desert Mountain,3,WOD_Mountain_Desert_04,142,272,487,31,40,2723148740,Alik'r Desert,272.2421875,-487.6875,8
180,Desert Mountain,3,WOD_Mountain_Desert_05,-125,274,485,15,90,2741548590,Alik'r Desert,274.1171875,-485.296875,8
181,Desert Mountain,3,WOD_Mountain_Desert_06,138,600,430,50,68,6005043068,Alik'r Desert,600.390625,-430.46875,8
182,Desert Mountain,3,WOD_Mountain_Desert_07,-36,367,446,88,46,3678844646,Alik'r Desert,367.6875,-446.640625,8
183,Desert Mountain,3,WOD_Mountain_Desert_01,-134,417,419,28,101,41728419101,Sentinel,417.21875,-419.2109375,8
184,Desert Mountain,3,WOD_Mountain_Desert_02,-128,485,407,32,37,4853240737,Alik'r Desert,485.25,-407.7109375,8
185,Desert Mountain,3,WOD_Mountain_Desert_03,-8,474,487,24,104,47424487104,Dak'fron,474.1875,-487.1875,8
186,Desert Mountain,3,WOD_Mountain_Desert_04,-164,488,477,123,86,48812347786,Dak'fron,488.9609375,-477.328125,8
187,Desert Mountain,3,WOD_Mountain_Desert_05,-75,552,400,84,47,5528440047,Alik'r Desert,552.65625,-400.6328125,8
188,Desert Mountain,3,WOD_Mountain_Desert_06,-80,486,435,20,40,4862043540,Antiphyllos,486.15625,-435.6875,8
189,Desert Mountain,3,WOD_Mountain_Desert_07,59,433,402,6,116,43306402116,Sentinel,433.046875,-402.09375,8
190,Desert Mountain,3,WOD_Mountain_Desert_01,-145,564,382,65,32,5646538232,Alik'r Desert,564.5078125,-382.75,8
191,Desert Mountain,3,WOD_Mountain_Desert_02,157,330,449,33,99,3303344999,Alik'r Desert,330.2578125,-449.2265625,8
192,Desert Mountain,3,WOD_Mountain_Desert_03,129,486,446,108,56,48610844656,Antiphyllos,486.84375,-446.5625,8
193,Desert Mountain,3,WOD_Mountain_Desert_04,-169,469,395,47,110,46947395110,Ayasofya,469.3671875,-395.140625,8
194,Desert Mountain,3,WOD_Mountain_Desert_05,-12,247,465,69,95,2476946595,Alik'r Desert,247.5390625,-465.2578125,8
195,Desert Mountain,3,WOD_Mountain_Desert_06,23,314,432,92,33,3149243233,Myrkwasa,314.71875,-432.7421875,8
196,Desert Mountain,3,WOD_Mountain_Desert_07,61,358,486,110,79,35811048679,Alik'r Desert,358.859375,-486.3828125,8
197,Desert Mountain,3,WOD_Mountain_Desert_01,64,524,420,78,110,52478420110,Alik'r Desert,524.609375,-420.140625,8
198,Desert Mountain,3,WOD_Mountain_Desert_02,-119,570,412,9,45,5700941245,Alik'r Desert,570.0703125,-412.6484375,8
199,Desert Mountain,3,WOD_Mountain_Desert_03,-37,501,444,36,97,5013644497,Alik'r Desert,501.28125,-444.2421875,8
200,Desert Mountain,3,WOD_Mountain_Desert_04,-80,415,416,18,27,4151841627,Sentinel,415.140625,-416.7890625,8
201,Desert Mountain,3,WOD_Mountain_Desert_05,162,291,448,36,55,2913644855,Alik'r Desert,291.28125,-448.5703125,8
202,Desert Mountain,3,WOD_Mountain_Desert_06,-97,641,429,74,108,64174429108,Santaki,641.578125,-429.15625,8
203,Desert Mountain,3,WOD_Mountain_Desert_07,157,554,441,100,46,55410044146,Alik'r Desert,554.78125,-441.640625,8
204,Desert Mountain,3,WOD_Mountain_Desert_01,-175,470,467,42,123,47042467123,Alik'r Desert,470.328125,-467.0390625,8
205,Desert Mountain,3,WOD_Mountain_Desert_02,6,446,482,52,29,4465248229,Bergama,446.40625,-482.7734375,8
206,Desert Mountain,3,WOD_Mountain_Desert_03,-94,239,487,69,26,2396948726,Alik'r Desert,239.5390625,-487.796875,8
207,Desert Mountain,3,WOD_Mountain_Desert_04,-32,278,486,84,72,2788448672,Alik'r Desert,278.65625,-486.4375,8
208,Desert Mountain,3,WOD_Mountain_Desert_05,-107,579,413,87,59,5798741359,Alik'r Desert,579.6796875,-413.5390625,8
209,Desert Mountain,3,WOD_Mountain_Desert_06,29,521,407,6,88,5210640788,Alik'r Desert,521.046875,-407.3125,8
210,Desert Mountain,3,WOD_Mountain_Desert_07,154,478,408,76,38,4787640838,Alik'r Desert,478.59375,-408.703125,8
211,Desert Mountain,3,WOD_Mountain_Desert_01,-134,537,431,5,123,53705431123,Alik'r Desert,537.0390625,-431.0390625,8
212,Desert Mountain,3,WOD_Mountain_Desert_02,-22,468,410,100,95,46810041095,Ayasofya,468.78125,-410.2578125,8
213,Desert Mountain,3,WOD_Mountain_Desert_03,88,636,417,4,63,6360441763,Santaki,636.03125,-417.5078125,8
214,Desert Mountain,3,WOD_Mountain_Desert_04,-130,483,461,45,88,4834546188,Antiphyllos,483.3515625,-461.3125,8
