name,type,prefab,worldX,worldY,terrainX,terrainY,locationID,region,rotYaxis,scale,gisX,gisY,sink
Mountain,1,WOD_Mountain_01,693,44,68,60,693684460,Wrothgarian Mountains,55,0.92,693.53125,-44.53125,1
Mountain,1,WOD_Mountain_01,771,14,93,68,771931468,Wrothgarian Mountains,165,0.98,771.7265625,-14.46875,1
Mountain,1,WOD_Mountain_01,684,13,83,73,684831373,Wrothgarian Mountains,32,0.96,684.6484375,-13.4296875,1
Mountain,1,WOD_Mountain_01,764,4,67,24,764670424,Wrothgarian Mountains,-164,0.87,764.5234375,-4.8125,1
Mountain,1,WOD_Mountain_01,898,68,72,51,898726851,Wrothgarian Mountains,85,0.98,898.5625,-68.6015625,1
Mountain,1,WOD_Mountain_01,937,142,17,52,9371714252,Wrothgarian Mountains,-88,0.97,937.1328125,-142.59375,1
Mountain,1,WOD_Mountain_01,747,116,76,111,74776116111,Wrothgarian Mountains,62,0.91,747.59375,-116.1328125,1
Mountain,1,WOD_Mountain_01,997,208,44,92,9974420892,Wrothgarian Mountains,-21,0.98,997.34375,-208.28125,1
Mountain,1,WOD_Mountain_01,981,129,123,101,981123129101,Wrothgarian Mountains,-100,0.97,981.9609375,-129.2109375,1
Mountain,1,WOD_Mountain_01,947,112,83,83,9478311283,Wrothgarian Mountains,-40,0.99,947.6484375,-112.3515625,1
Mountain,1,WOD_Mountain_01,910,120,14,56,9101412056,Wrothgarian Mountains,83,0.99,910.109375,-120.5625,1
Mountain,1,WOD_Mountain_01,950,94,36,124,9503694124,Wrothgarian Mountains,-137,0.98,950.28125,-94.03125,1
Mountain,1,WOD_Mountain_01,990,141,26,0,9902614100,Wrothgarian Mountains,-108,1,990.203125,-142,1
Mountain,1,WOD_Mountain_01,638,11,23,74,638231174,Wrothgarian Mountains,178,0.89,638.1796875,-11.421875,1
Mountain,1,WOD_Mountain_01,971,15,114,82,9711141582,Wrothgarian Mountains,-116,0.94,971.890625,-15.359375,1
Mountain,1,WOD_Mountain_01,764,86,55,49,764558649,Wrothgarian Mountains,157,0.95,764.4296875,-86.6171875,1
Mountain,1,WOD_Mountain_01,925,132,51,111,92551132111,Wrothgarian Mountains,-154,0.91,925.3984375,-132.1328125,1
Mountain,1,WOD_Mountain_01,882,113,72,120,88272113120,Wrothgarian Mountains,17,0.96,882.5625,-113.0625,1
Mountain,1,WOD_Mountain_01,823,63,82,96,823826396,Wrothgarian Mountains,6,0.86,823.640625,-63.25,1
Mountain,1,WOD_Mountain_01,809,22,119,68,8091192268,Wrothgarian Mountains,-27,0.92,809.9296875,-22.46875,1
Mountain,1,WOD_Mountain_01,802,104,46,31,8024610431,Wrothgarian Mountains,-61,0.97,802.359375,-104.7578125,1
Mountain,1,WOD_Mountain_01,827,106,99,5,8279910605,Wrothgarian Mountains,58,0.88,827.7734375,-106.9609375,1
Mountain,1,WOD_Mountain_01,785,63,78,6,785786306,Wrothgarian Mountains,-58,0.94,785.609375,-63.953125,1
Mountain,1,WOD_Mountain_01,742,122,122,97,74212212297,Wrothgarian Mountains,-70,0.96,742.953125,-122.2421875,1
Mountain,1,WOD_Mountain_01,714,73,19,28,714197328,Wrothgarian Mountains,-91,0.94,714.1484375,-73.78125,1
Mountain,1,WOD_Mountain_01,856,81,58,19,856588119,Wrothgarian Mountains,-4,0.9,856.453125,-81.8515625,1
Mountain,1,WOD_Mountain_01,760,76,109,73,7601097673,Wrothgarian Mountains,35,0.96,760.8515625,-76.4296875,1
Mountain,1,WOD_Mountain_01,989,6,22,36,989220636,Wrothgarian Mountains,55,0.97,989.171875,-6.71875,1
Mountain,1,WOD_Mountain_01,799,116,63,67,7996311667,Wrothgarian Mountains,122,0.91,799.4921875,-116.4765625,1
Mountain,1,WOD_Mountain_01,923,105,61,77,9236110577,Wrothgarian Mountains,-23,0.86,923.4765625,-105.3984375,1
Mountain,1,WOD_Mountain_01,748,94,102,93,7481029493,Wrothgarian Mountains,-158,0.93,748.796875,-94.2734375,1
Mountain,1,WOD_Mountain_01,997,17,42,56,997421756,Wrothgarian Mountains,-115,0.87,997.328125,-17.5625,1
Mountain,1,WOD_Mountain_01,709,17,70,81,709701781,Wrothgarian Mountains,126,0.92,709.546875,-17.3671875,1
Mountain,1,WOD_Mountain_01,980,137,20,72,9802013772,Wrothgarian Mountains,8,0.98,980.15625,-137.4375,1
Mountain,1,WOD_Mountain_01,910,69,59,119,9105969119,Wrothgarian Mountains,-3,0.92,910.4609375,-69.0703125,1
Mountain,1,WOD_Mountain_01,988,160,83,31,9888316031,Wrothgarian Mountains,12,0.92,988.6484375,-160.7578125,1
Mountain,1,WOD_Mountain_01,971,190,58,18,9715819018,Wrothgarian Mountains,152,0.91,971.453125,-190.859375,1
Mountain,1,WOD_Mountain_01,960,193,86,59,9608619359,Wrothgarian Mountains,-173,0.91,960.671875,-193.5390625,1
Mountain,1,WOD_Mountain_01,904,82,22,42,904228242,Wrothgarian Mountains,-133,0.93,904.171875,-82.671875,1
Mountain,1,WOD_Mountain_01,882,103,4,9,8820410309,Wrothgarian Mountains,-40,0.99,882.03125,-103.9296875,1
Mountain,1,WOD_Mountain_01,815,62,125,101,81512562101,Wrothgarian Mountains,-101,0.88,815.9765625,-62.2109375,1
Mountain,1,WOD_Mountain_01,804,68,64,72,804646872,Wrothgarian Mountains,-64,1,804.5,-68.4375,1
Mountain,1,WOD_Mountain_01,800,93,70,33,800709333,Wrothgarian Mountains,-86,0.85,800.546875,-93.7421875,1
Mountain,1,WOD_Mountain_01,897,77,83,50,897837750,Wrothgarian Mountains,52,0.95,897.6484375,-77.609375,1
Mountain,1,WOD_Mountain_01,889,72,106,61,8891067261,Wrothgarian Mountains,-161,0.99,889.828125,-72.5234375,1
Mountain,1,WOD_Mountain_01,931,185,23,68,9312318568,Wrothgarian Mountains,92,0.92,931.1796875,-185.46875,1
Mountain,1,WOD_Mountain_01,972,140,56,6,9725614006,Wrothgarian Mountains,-125,0.97,972.4375,-140.953125,1
Mountain,1,WOD_Mountain_01,810,42,42,56,810424256,Wrothgarian Mountains,-38,0.98,810.328125,-42.5625,1
Mountain,1,WOD_Mountain_01,785,39,114,45,7851143945,Wrothgarian Mountains,-170,0.88,785.890625,-39.6484375,1
Mountain,1,WOD_Mountain_01,927,50,96,83,927965083,Wrothgarian Mountains,-69,0.88,927.75,-50.3515625,1
Mountain,1,WOD_Mountain_01,625,23,69,13,625692313,Wrothgarian Mountains,150,0.95,625.5390625,-23.8984375,1
Mountain,1,WOD_Mountain_01,990,11,51,74,990511174,Wrothgarian Mountains,-144,0.96,990.3984375,-11.421875,1
Mountain,1,WOD_Mountain_01,991,181,110,81,99111018181,Wrothgarian Mountains,-16,0.85,991.859375,-181.3671875,1
Mountain,1,WOD_Mountain_01,883,96,58,44,883589644,Wrothgarian Mountains,-52,0.99,883.453125,-96.65625,1
Mountain,1,WOD_Mountain_01,928,159,127,27,92812715927,Wrothgarian Mountains,-117,0.99,928.9921875,-159.7890625,1
Mountain,1,WOD_Mountain_01,952,41,65,108,9526541108,Wrothgarian Mountains,95,0.94,952.5078125,-41.15625,1
Mountain,1,WOD_Mountain_01,877,109,10,79,8771010979,Wrothgarian Mountains,-145,0.9,877.078125,-109.3828125,1
Mountain,1,WOD_Mountain_01,945,124,45,99,9454512499,Wrothgarian Mountains,38,0.86,945.3515625,-124.2265625,1
Mountain,1,WOD_Mountain_01,764,128,46,0,7644612800,Wrothgarian Mountains,28,0.85,764.359375,-129,1
Mountain,1,WOD_Mountain_01,937,4,114,77,9371140477,Wrothgarian Mountains,-150,0.85,937.890625,-4.3984375,1
Mountain,1,WOD_Mountain_01,944,169,124,14,94412416914,Wrothgarian Mountains,86,0.98,944.96875,-169.890625,1
Mountain,1,WOD_Mountain_01,931,131,31,113,93131131113,Wrothgarian Mountains,-44,0.92,931.2421875,-131.1171875,1
Mountain,1,WOD_Mountain_01,949,6,109,10,9491090610,Wrothgarian Mountains,76,0.98,949.8515625,-6.921875,1
Mountain,1,WOD_Mountain_01,938,184,5,122,93805184122,Wrothgarian Mountains,-17,0.86,938.0390625,-184.046875,1
Mountain,1,WOD_Mountain_01,789,121,99,116,78999121116,Wrothgarian Mountains,-13,0.85,789.7734375,-121.09375,1
Mountain,1,WOD_Mountain_01,632,40,36,76,632364076,Wrothgarian Mountains,-114,0.91,632.28125,-40.40625,1
Mountain,1,WOD_Mountain_01,756,36,86,20,756863620,Wrothgarian Mountains,-180,0.89,756.671875,-36.84375,1
Mountain,1,WOD_Mountain_01,995,66,52,114,9955266114,Wrothgarian Mountains,3,0.99,995.40625,-66.109375,1
Mountain,1,WOD_Mountain_01,950,76,123,115,95012376115,Wrothgarian Mountains,35,0.99,950.9609375,-76.1015625,1
Mountain,1,WOD_Mountain_01,853,38,52,20,853523820,Wrothgarian Mountains,132,0.99,853.40625,-38.84375,1
Mountain,1,WOD_Mountain_01,869,4,54,115,8695404115,Wrothgarian Mountains,118,0.99,869.421875,-4.1015625,1
Mountain,1,WOD_Mountain_01,660,13,113,72,6601131372,Wrothgarian Mountains,13,0.9,660.8828125,-13.4375,1
Mountain,1,WOD_Mountain_01,846,104,40,68,8464010468,Wrothgarian Mountains,143,0.99,846.3125,-104.46875,1
Mountain,1,WOD_Mountain_01,899,110,28,115,89928110115,Wrothgarian Mountains,24,0.95,899.21875,-110.1015625,1
Mountain,1,WOD_Mountain_01,643,22,54,124,6435422124,Wrothgarian Mountains,179,0.96,643.421875,-22.03125,1
Mountain,1,WOD_Mountain_01,674,14,79,113,6747914113,Wrothgarian Mountains,94,0.93,674.6171875,-14.1171875,1
Mountain,1,WOD_Mountain_01,740,10,111,72,7401111072,Wrothgarian Mountains,-86,0.89,740.8671875,-10.4375,1
Mountain,1,WOD_Mountain_01,790,0,73,5,790730005,Wrothgarian Mountains,-54,0.96,790.5703125,-0.9609375,1
Mountain,1,WOD_Mountain_01,877,9,86,14,877860914,Wrothgarian Mountains,89,0.97,877.671875,-9.890625,1
Mountain,1,WOD_Mountain_01,612,23,65,58,612652358,Wrothgarian Mountains,33,0.93,612.5078125,-23.546875,1
Mountain,1,WOD_Mountain_01,798,138,13,86,7981313886,Wrothgarian Mountains,-101,0.96,798.1015625,-138.328125,1
Mountain,1,WOD_Mountain_01,777,17,114,120,77711417120,Wrothgarian Mountains,128,0.85,777.890625,-17.0625,1
Mountain,1,WOD_Mountain_01,850,134,122,115,850122134115,Wrothgarian Mountains,-47,0.95,850.953125,-134.1015625,1
Mountain,1,WOD_Mountain_01,898,54,17,4,898175404,Wrothgarian Mountains,145,0.95,898.1328125,-54.96875,1
Mountain,1,WOD_Mountain_01,988,95,51,32,988519532,Wrothgarian Mountains,31,0.92,988.3984375,-95.75,1
Mountain,1,WOD_Mountain_01,927,15,44,12,927441512,Wrothgarian Mountains,124,0.98,927.34375,-15.90625,1
Mountain,1,WOD_Mountain_01,965,78,52,56,965527856,Wrothgarian Mountains,-171,0.92,965.40625,-78.5625,1
Mountain,1,WOD_Mountain_01,812,28,54,68,812542868,Wrothgarian Mountains,80,0.87,812.421875,-28.46875,1
Mountain,1,WOD_Mountain_01,929,113,45,119,92945113119,Wrothgarian Mountains,150,0.99,929.3515625,-113.0703125,1
Mountain,1,WOD_Mountain_01,979,30,52,76,979523076,Wrothgarian Mountains,-82,1,979.40625,-30.40625,1
Mountain,1,WOD_Mountain_01,822,77,118,84,8221187784,Wrothgarian Mountains,73,0.89,822.921875,-77.34375,1
Mountain,1,WOD_Mountain_01,985,161,58,78,9855816178,Wrothgarian Mountains,-102,0.96,985.453125,-161.390625,1
Mountain,1,WOD_Mountain_01,967,96,46,3,967469603,Wrothgarian Mountains,1,0.97,967.359375,-96.9765625,1
Mountain,1,WOD_Mountain_01,872,6,26,125,8722606125,Wrothgarian Mountains,160,0.95,872.203125,-6.0234375,1
Mountain,1,WOD_Mountain_01,883,10,87,60,883871060,Wrothgarian Mountains,-92,0.93,883.6796875,-10.53125,1
Mountain,1,WOD_Mountain_01,893,67,29,27,893296727,Wrothgarian Mountains,113,0.9,893.2265625,-67.7890625,1
Mountain,1,WOD_Mountain_01,824,95,77,96,824779596,Wrothgarian Mountains,-177,0.93,824.6015625,-95.25,1
Mountain,1,WOD_Mountain_01,857,39,8,92,857083992,Wrothgarian Mountains,54,0.87,857.0625,-39.28125,1
Mountain,1,WOD_Mountain_01,985,153,14,58,9851415358,Wrothgarian Mountains,169,0.85,985.109375,-153.546875,1
Mountain,1,WOD_Mountain_01,910,69,12,42,910126942,Wrothgarian Mountains,-38,0.92,910.09375,-69.671875,1
Mountain,1,WOD_Mountain_01,835,76,119,92,8351197692,Wrothgarian Mountains,8,0.91,835.9296875,-76.28125,1
Mountain,1,WOD_Mountain_01,791,107,119,9,79111910709,Wrothgarian Mountains,149,0.97,791.9296875,-107.9296875,1
Mountain,1,WOD_Mountain_01,841,20,31,69,841312069,Wrothgarian Mountains,144,0.9,841.2421875,-20.4609375,1
Mountain,1,WOD_Mountain_01,898,95,20,20,898209520,Wrothgarian Mountains,8,0.95,898.15625,-95.84375,1
Mountain,1,WOD_Mountain_01,992,104,40,22,9924010422,Wrothgarian Mountains,45,0.98,992.3125,-104.828125,1
Mountain,1,WOD_Mountain_01,897,119,101,105,897101119105,Wrothgarian Mountains,-156,0.99,897.7890625,-119.1796875,1
Mountain,1,WOD_Mountain_01,835,9,116,99,8351160999,Wrothgarian Mountains,17,0.89,835.90625,-9.2265625,1
Mountain,1,WOD_Mountain_01,754,94,47,59,754479459,Wrothgarian Mountains,-61,0.94,754.3671875,-94.5390625,1
Mountain,1,WOD_Mountain_01,874,97,37,36,874379736,Wrothgarian Mountains,110,0.86,874.2890625,-97.71875,1
Mountain,1,WOD_Mountain_01,992,77,123,40,9921237740,Wrothgarian Mountains,116,0.86,992.9609375,-77.6875,1
Mountain,1,WOD_Mountain_01,918,8,19,119,9181908119,Wrothgarian Mountains,136,1,918.1484375,-8.0703125,1
Mountain,1,WOD_Mountain_01,930,140,88,38,9308814038,Wrothgarian Mountains,174,0.85,930.6875,-140.703125,1
Mountain,1,WOD_Mountain_01,735,99,9,113,7350999113,Wrothgarian Mountains,-141,0.98,735.0703125,-99.1171875,1
Mountain,1,WOD_Mountain_01,830,141,55,63,8305514163,Wrothgarian Mountains,-106,0.85,830.4296875,-141.5078125,1
Mountain,1,WOD_Mountain_01,743,8,78,92,743780892,Wrothgarian Mountains,17,0.85,743.609375,-8.28125,1
Mountain,1,WOD_Mountain_01,689,2,35,97,689350297,Wrothgarian Mountains,-100,0.92,689.2734375,-2.2421875,1
Mountain,1,WOD_Mountain_01,716,84,84,91,716848491,Wrothgarian Mountains,50,0.85,716.65625,-84.2890625,1
Mountain,1,WOD_Mountain_01,945,44,122,51,9451224451,Wrothgarian Mountains,172,0.91,945.953125,-44.6015625,1
Mountain,1,WOD_Mountain_01,920,19,114,46,9201141946,Wrothgarian Mountains,-91,0.85,920.890625,-19.640625,1
Mountain,1,WOD_Mountain_01,818,68,6,64,818066864,Wrothgarian Mountains,-5,0.88,818.046875,-68.5,1
Mountain,1,WOD_Mountain_01,812,140,37,90,8123714090,Wrothgarian Mountains,71,0.93,812.2890625,-140.296875,1
Mountain,1,WOD_Mountain_01,792,41,102,84,7921024184,Wrothgarian Mountains,165,0.87,792.796875,-41.34375,1
Mountain,1,WOD_Mountain_01,888,4,50,97,888500497,Wrothgarian Mountains,19,0.94,888.390625,-4.2421875,1
Mountain,1,WOD_Mountain_01,845,42,68,27,845684227,Wrothgarian Mountains,155,0.93,845.53125,-42.7890625,1
Mountain,1,WOD_Mountain_01,927,194,67,5,9276719405,Wrothgarian Mountains,-137,0.99,927.5234375,-194.9609375,1
Mountain,1,WOD_Mountain_01,918,185,4,61,9180418561,Wrothgarian Mountains,49,0.93,918.03125,-185.5234375,1
Mountain,1,WOD_Mountain_01,914,23,42,116,9144223116,Wrothgarian Mountains,-160,0.85,914.328125,-23.09375,1
Mountain,1,WOD_Mountain_01,708,51,23,96,708235196,Wrothgarian Mountains,-85,0.87,708.1796875,-51.25,1
Mountain,1,WOD_Mountain_01,869,82,128,76,8691288276,Wrothgarian Mountains,22,0.88,870,-82.40625,1
Mountain,1,WOD_Mountain_01,855,138,99,47,8559913847,Wrothgarian Mountains,84,0.86,855.7734375,-138.6328125,1
Mountain,1,WOD_Mountain_01,937,50,22,61,937225061,Wrothgarian Mountains,4,0.94,937.171875,-50.5234375,1
Mountain,1,WOD_Mountain_01,791,94,44,92,791449492,Wrothgarian Mountains,-58,0.99,791.34375,-94.28125,1
Mountain,1,WOD_Mountain_01,834,31,19,113,8341931113,Wrothgarian Mountains,-111,0.97,834.1484375,-31.1171875,1
Mountain,1,WOD_Mountain_01,884,13,114,68,8841141368,Wrothgarian Mountains,165,0.88,884.890625,-13.46875,1
Mountain,1,WOD_Mountain_01,873,50,110,79,8731105079,Wrothgarian Mountains,116,0.97,873.859375,-50.3828125,1
Mountain,1,WOD_Mountain_01,729,53,56,73,729565373,Wrothgarian Mountains,-127,0.99,729.4375,-53.4296875,1
Mountain,1,WOD_Mountain_01,887,134,67,70,8876713470,Wrothgarian Mountains,179,0.9,887.5234375,-134.453125,1
Mountain,1,WOD_Mountain_01,837,64,40,74,837406474,Wrothgarian Mountains,-115,0.9,837.3125,-64.421875,1
Mountain,1,WOD_Mountain_01,812,111,59,36,8125911136,Wrothgarian Mountains,102,0.91,812.4609375,-111.71875,1
Mountain,1,WOD_Mountain_01,972,72,41,90,972417290,Wrothgarian Mountains,21,0.97,972.3203125,-72.296875,1
Mountain,1,WOD_Mountain_01,946,175,52,51,9465217551,Wrothgarian Mountains,169,0.87,946.40625,-175.6015625,1
Mountain,1,WOD_Mountain_01,955,148,42,67,9554214867,Wrothgarian Mountains,68,0.95,955.328125,-148.4765625,1
Mountain,1,WOD_Mountain_01,954,36,111,108,95411136108,Wrothgarian Mountains,59,0.98,954.8671875,-36.15625,1
Mountain,1,WOD_Mountain_01,741,24,115,77,7411152477,Wrothgarian Mountains,114,0.86,741.8984375,-24.3984375,1
Mountain,1,WOD_Mountain_01,910,20,56,10,910562010,Wrothgarian Mountains,-156,0.87,910.4375,-20.921875,1
Mountain,1,WOD_Mountain_01,691,18,0,13,691001813,Wrothgarian Mountains,-145,0.98,691,-18.8984375,1
Mountain,1,WOD_Mountain_01,747,57,110,109,74711057109,Wrothgarian Mountains,-129,0.88,747.859375,-57.1484375,1
Mountain,1,WOD_Mountain_01,750,80,123,38,7501238038,Wrothgarian Mountains,-152,0.99,750.9609375,-80.703125,1
Mountain,1,WOD_Mountain_01,943,132,40,38,9434013238,Wrothgarian Mountains,-77,0.89,943.3125,-132.703125,1
Mountain,1,WOD_Mountain_01,933,157,10,88,9331015788,Wrothgarian Mountains,-118,0.95,933.078125,-157.3125,1
Mountain,1,WOD_Mountain_01,732,54,49,4,732495404,Wrothgarian Mountains,-26,1,732.3828125,-54.96875,1
Mountain,1,WOD_Mountain_01,822,105,95,29,8229510529,Wrothgarian Mountains,16,0.87,822.7421875,-105.7734375,1
Mountain,1,WOD_Mountain_01,751,105,17,86,7511710586,Wrothgarian Mountains,77,0.98,751.1328125,-105.328125,1
Mountain,1,WOD_Mountain_01,983,69,101,67,9831016967,Wrothgarian Mountains,139,0.91,983.7890625,-69.4765625,1
Mountain,1,WOD_Mountain_01,996,163,3,56,9960316356,Wrothgarian Mountains,113,0.86,996.0234375,-163.5625,1
Mountain,1,WOD_Mountain_01,920,98,93,40,920939840,Wrothgarian Mountains,-90,0.87,920.7265625,-98.6875,1
Mountain,1,WOD_Mountain_01,963,31,69,8,963693108,Wrothgarian Mountains,173,0.96,963.5390625,-31.9375,1
Mountain,1,WOD_Mountain_01,719,4,99,35,719990435,Wrothgarian Mountains,76,0.89,719.7734375,-4.7265625,1
Mountain,1,WOD_Mountain_01,930,157,56,74,9305615774,Wrothgarian Mountains,0,0.92,930.4375,-157.421875,1
Mountain,1,WOD_Mountain_01,902,93,23,4,902239304,Wrothgarian Mountains,-48,0.91,902.1796875,-93.96875,1
Mountain,1,WOD_Mountain_01,967,124,6,45,9670612445,Wrothgarian Mountains,121,0.91,967.046875,-124.6484375,1
Mountain,1,WOD_Mountain_01,977,171,90,83,9779017183,Wrothgarian Mountains,-25,0.94,977.703125,-171.3515625,1
Mountain,1,WOD_Mountain_01,647,32,40,18,647403218,Wrothgarian Mountains,70,0.98,647.3125,-32.859375,1
Mountain,1,WOD_Mountain_01,749,63,50,8,749506308,Wrothgarian Mountains,-10,0.91,749.390625,-63.9375,1
Mountain,1,WOD_Mountain_01,788,108,123,78,78812310878,Wrothgarian Mountains,-74,1,788.9609375,-108.390625,1
Mountain,1,WOD_Mountain_01,907,90,114,18,9071149018,Wrothgarian Mountains,80,0.95,907.890625,-90.859375,1
Mountain,1,WOD_Mountain_01,819,12,115,77,8191151277,Wrothgarian Mountains,-93,0.91,819.8984375,-12.3984375,1
Mountain,1,WOD_Mountain_01,832,3,1,104,8320103104,Wrothgarian Mountains,-20,0.96,832.0078125,-3.1875,1
Mountain,1,WOD_Mountain_01,680,46,87,99,680874699,Wrothgarian Mountains,18,0.96,680.6796875,-46.2265625,1
Mountain,1,WOD_Mountain_01,952,66,84,27,952846627,Wrothgarian Mountains,115,0.86,952.65625,-66.7890625,1
Mountain,1,WOD_Mountain_01,964,50,74,36,964745036,Wrothgarian Mountains,157,0.92,964.578125,-50.71875,1
Mountain,1,WOD_Mountain_01,757,98,15,68,757159868,Wrothgarian Mountains,167,0.89,757.1171875,-98.46875,1
Mountain,1,WOD_Mountain_01,963,155,20,52,9632015552,Wrothgarian Mountains,43,0.96,963.15625,-155.59375,1
Mountain,1,WOD_Mountain_01,946,141,10,111,94610141111,Wrothgarian Mountains,-31,1,946.078125,-141.1328125,1
Mountain,1,WOD_Mountain_01,918,161,106,18,91810616118,Wrothgarian Mountains,-139,0.96,918.828125,-161.859375,1
Mountain,1,WOD_Mountain_01,732,20,46,32,732462032,Wrothgarian Mountains,-100,0.91,732.359375,-20.75,1
Mountain,1,WOD_Mountain_01,722,77,87,119,7228777119,Wrothgarian Mountains,111,1,722.6796875,-77.0703125,1
Mountain,1,WOD_Mountain_01,915,155,38,9,9153815509,Wrothgarian Mountains,-136,0.91,915.296875,-155.9296875,1
Mountain,1,WOD_Mountain_01,923,80,96,9,923968009,Wrothgarian Mountains,-60,0.94,923.75,-80.9296875,1
